gene_id	gene_name	log2FadultChange	log2CPM	baseMean	description
LOC101283105	ARHGEF18	2.53	7.18	NA	Rho/Rac guanine nucleotide exchange factor 18
LOC105748632	LOC105748632	3.93	2.84	NA	myosin light chain 1, skeletal muscle isoform-like
LOC101277512	CA6	6.35	1.63	7.37	carbonic anhydrase 6
LOC101290187	ELF3	3.67	4.26	NA	E74 like ETS transcription factor 3
LOC101281741	IFFO2	2.38	6.12	NA	intermediate filament family orphan 2
LOC101288913	JUN	2.37	6.06	NA	Jun proto-oncogene, AP-1 transcription factor subunit
LOC105748413	LOC105748413	2.89	5.12	113.61	putative UPF0607 protein ENSP00000382826
LOC101290411	LRRC20	3.31	5.41	NA	leucine rich repeat containing 20
LOC101276457	EPS8L2	2.49	8.25	NA	EPS8 like 2
LOC101276784	PHLDA2	2.41	5.06	NA	pleckstrin homology like domain family A member 2
LOC101274023	ENC1	2.53	5.49	NA	ectodermal-neural cortex 1
LOC101270834	TNS4	3.22	5.18	86.16	tensin 4
LOC125964774	LOC125964774	-3.64	1.87	12.89	metabotropic glutamate receptor 7-like
LOC101286093	AKAP10	1.92	7.54	520.98	A-kinase anchoring protein 10
LOC101283313	RAB11FIP4	2.86	4.22	NA	RAB11 family interacting protein 4
LOC101278186	PLEKHG6	2.77	5.12	NA	pleckstrin homology and RhoGEF domain containing G6
LOC101276919	APC2	-2.08	5.58	214.67	APC regulator of WNT signaling pathway 2
LOC101283973	LOC101283973	3.8	2.35	17.39	histone H2A type 1-D
LOC101280134	CPN1	3.63	3.05	24.06	carboxypeptidase N subunit 1
LOC101270052	PLA2G4E	3.88	2.99	20.88	phospholipase A2 group IVE
LOC101274928	CDADC1	2.53	6.36	126.41	cytidine and dCMP deaminase domain containing 1
LOC101281682	AP2A2	0.77	6.68	318.53	adaptor related protein complex 2 subunit alpha 2
LOC101270540	KRT78	3.48	2.47	NA	keratin 78
LOC101289555	TDG	2.05	8.88	2292.87	thymine DNA glycosylase
LOC101284320	DPM2	1.36	3.59	34.08	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
LOC101284939	CAMSAP3	2.49	5.58	NA	calmodulin regulated spectrin associated protein family member 3
LOC101290477	LOC101290477	1.98	1.79	15.97	60S ribosomal protein L18a-like
LOC125960364	LOC125960364	3.64	3.22	25.26	60S ribosomal protein L22
LOC101273345	ZMYND19	1.08	4.01	43.94	zinc finger MYND-type containing 19
LOC101276261	VSTM2L	2.84	1.97	8.09	V-set and transmembrane domain containing 2 like
LOC101289657	GDPD2	5.27	2.06	11.45	glycerophosphodiester phosphodiesterase domain containing 2
LOC101280020	PCMTD2	-0.93	5.89	175.85	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
LOC101288377	MYH14	2.21	8.08	NA	myosin heavy chain 14
LOC101270864	CD19	4.7	2.02	18.49	CD19 molecule
LOC101279278	HSPH1	-0.93	5.92	171.61	heat shock protein family H (Hsp110) member 1
LOC101271668	DRAM1	-1.4	4.17	37.29	DNA damage regulated autophagy modulator 1
LOC101280238	WNT9B	-4.98	1.25	9.21	Wnt family member 9B
LOC101272243	CDCA8	2.58	1.62	9.43	cell division cycle associated 8
LOC101284445	PLBD1	-1.93	1.83	14.13	phospholipase B domain containing 1
LOC101274842	TMEM59	1.28	6.34	245.36	transmembrane protein 59
LOC101282127	COPG1	0.96	6.94	392.75	COPI coat complex subunit gamma 1
LOC101269850	SIM2	4.32	1.28	6.88	SIM bHLH transcription factor 2
LOC101287526	EIF3H	1.39	5.53	154.07	eukaryotic translation initiation factor 3 subunit H
LOC101280291	AP3S1	2.01	7.75	795.13	adaptor related protein complex 3 subunit sigma 1
SELENOS	SELENOS	0.91	6.49	266.97	selenoprotein S
LOC101286145	OTUD5	0.66	NA	150.95	OTU deubiquitinase 5
LOC101281424	TGFA	3.88	2.29	12.53	transforming growth factor alpha
LOC101285840	ULK2	-0.8	5.84	164.45	unc-51 like autophagy activating kinase 2
LOC101288977	ARPC1A	0.9	NA	265.86	actin related protein 2/3 complex subunit 1A
LOC101285751	PF4	3.09	0.79	7.44	platelet factor 4
LOC101273759	CTDNEP1	0.75	5.19	106.3	CTD nuclear envelope phosphatase 1
LOC101269894	NPBWR1	-2.31	1.01	8.38	neuropeptides B and W receptor 1
LOC101278171	POU6F1	-1.32	5.1	92.97	POU class 6 homeobox 1
LOC101277244	DHDDS	0.83	5.09	94.63	dehydrodolichyl diphosphate synthase subunit
LOC101278409	SOX1	3.57	1.64	10.21	SRY-box transcription factor 1
LOC101269385	SHKBP1	1.87	11.6	10428.62	SH3KBP1 binding protein 1
LOC101271760	ATP6V0C	1.09	5.42	124.15	ATPase H+ transporting V0 subunit c
LOC101274387	LOC101274387	5.04	3.85	NA	keratin, type I cytoskeletal 42-like
LOC101272721	KRT36	6.48	4.02	6.79	keratin 36
LOC101279627	KLF3	1.52	5.04	205.37	KLF transcription factor 3
LOC125961680	LOC125961680	-3.75	2.35	26.92	metabotropic glutamate receptor 7-like
LOC117203713	LOC117203713	-1.4	4.42	83.05	uncharacterized LOC117203713
LOC101289434	SLC8B1	-1.4	3.34	27.03	solute carrier family 8 member B1
LOC117196525	LOC117196525	2.57	13.37	11050.37	uncharacterized LOC117196525
LOC101276826	HMGN2	1.11	5.97	192.27	high mobility group nucleosomal binding domain 2
LOC101275075	GRID2IP	3.62	1.72	11.48	Grid2 interacting protein
LOC101287056	TRIM25	-1.03	6.87	325.34	tripartite motif containing 25
LOC101277983	CAPN13	-1.71	2.26	19.04	calpain 13
LOC101273392	PTPRM	-1.24	7.59	542.58	protein tyrosine phosphatase receptor type M
LOC101285246	ANP32E	0.97	5.68	158.79	acidic nuclear phosphoprotein 32 family member E
LOC101274155	ABCD2	-2.95	3.34	35.13	ATP binding cassette subfamily D member 2
LOC101280398	SSU72	1.24	6.01	74.79	SSU72 homolog, RNA polymerase II CTD phosphatase
LOC101285251	CNKSR1	2.86	4.13	51.15	connector enhancer of kinase suppressor of Ras 1
LOC101279373	PSAT1	1.82	4.14	49.29	phosphoserine aminotransferase
LOC101282038	KCNG3	-1.86	1.91	9.03	potassium voltage-gated channel modifier subfamily G member 3
LOC101273273	ZNF283	1.38	4.47	70.79	zinc finger protein 283
LOC101281576	TRIM4	0.93	6.01	172.19	tripartite motif containing 4
LOC101275652	MAK16	1.25	4.36	42.07	MAK16 homolog
LOC101271698	CARM1	0.77	6.09	141.61	coactivator associated arginine methyltransferase 1
LOC101271636	RGS6	-1.52	5.12	96.54	regulator of G protein signaling 6
LOC101284341	ARPC3	1.38	3.69	32.97	actin related protein 2/3 complex subunit 3
LOC101277544	UBQLN2	1.06	4.89	90.06	ubiquilin 2
LOC101287817	TMEM231	1.43	2.42	17.05	transmembrane protein 231
LOC101287637	LOC101287637	1.03	5.75	171.5	60S ribosomal protein L21
LOC101275212	MREG	1.86	3.98	45.15	melanoregulin
LOC101269954	ZNF541	2.49	1.62	10.88	zinc finger protein 541
LOC101290099	TCP11L1	-0.86	4.7	82.9	t-complex 11 like 1
LOC101287900	DDOST	0.63	5.87	177.81	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
LOC101271655	MTMR2	-0.8	5.1	116.96	myotubularin related protein 2
C19H17orf75	C19H17orf75	-0.71	5.02	57.61	chromosome 19 C17orf75 homolog
LOC101270728	DPP9	1.24	7.19	220.26	dipeptidyl peptidase 9
LOC101280965	ICA1	-1.07	3.9	37.54	islet cell autoantigen 1
LOC101285195	SSUH2	-2.32	1.38	6.09	ssu-2 homolog
LOC101287138	HM13	0.78	5.31	106.8	histocompatibility minor 13
LOC101273493	KRT15	4.87	2.88	33.44	keratin 15
LOC101281133	ZFP36L2	0.87	NA	662.78	ZFP36 ring finger protein like 2
LOC101289678	WDR13	0.9	5.63	101.74	WD repeat domain 13
LOC101277389	MYO1G	1.01	4.88	89.02	unconventional myosin-Ig
LOC101276816	PSMD8	1.02	4.4	64.49	proteasome 26S subunit, non-ATPase 8
LOC101275632	AK4	1.21	4.77	78.47	adenylate kinase 4
LOC101288035	SIMC1	2.46	6.35	172.66	SUMO interacting motifs containing 1
LOC101270861	FAM83B	4.44	3.78	39.29	family with sequence similarity 83 member B
LOC101289740	LOC101289740	2.97	4.36	66.49	palmitoyl-protein thioesterase ABHD10, mitochondrial-like
LOC101273100	PRICKLE2	-0.92	5.82	164.63	prickle planar cell polarity protein 2
LOC101274863	TEAD1	-0.74	7	365.41	TEA domain transcription factor 1
LOC101274743	STIMATE	-0.82	5.18	103.25	STIM activating enhancer
YJU2B	YJU2B	1.4	3.71	42.3	YJU2 splicing factor homolog B
LOC101282335	MRPL15	0.94	5.45	94.07	mitochondrial ribosomal protein L15
LOC101278585	CDC37	0.75	5.79	163.79	cell division cycle 37, HSP90 cochaperone
LOC101277815	RNF39	2.61	4.93	NA	ring finger protein 39
LOC101273398	EFHA2	-1.24	3.76	27.21	mitochondrial calcium uptake family member 3
LOC101269566	FERMT1	3.09	4.39	51.32	FERM domain containing kindlin 1
LOC101280780	LOC101280780	2.09	3.29	70.3	thioredoxin domain-containing protein 5
LOC101275977	WTIP	-1.6	5.29	104.35	WT1 interacting protein
LOC101276892	KLHL11	-0.83	4.05	65.07	kelch like family member 11
LOC101278426	LRRC56	2.26	1.84	10.96	leucine rich repeat containing 56
LOC101280200	HMGB1	0.73	6.69	319.65	high mobility group box 1
LOC101287651	SRD5A1	2.51	3.07	20.68	steroid 5 alpha-reductase 1
LOC101288139	EPHX1	-1.11	4.92	85.11	epoxide hydrolase 1
LOC101282706	MPP2	1.5	4.26	39.12	MAGUK p55 scaffold protein 2
LOC101271282	ACTG1	0.95	NA	2002.41	actin gamma 1
LOC101287077	VPS54	-0.8	5.59	130.84	VPS54 subunit of GARP complex
LOC101287924	LOC101287924	1.46	2.79	45.52	RING finger protein 11
LOC101273245	CWC15	1.4	4.37	65.72	CWC15 spliceosome associated protein homolog
LOC101275426	ANKS1A	-0.82	7.21	317.54	ankyrin repeat and sterile alpha motif domain containing 1A
LOC101290046	RPL22	1.35	5.09	102.5	ribosomal protein L22
LOC101276549	DYNC1LI2	1.26	8.39	928.97	dynein cytoplasmic 1 light intermediate chain 2
LOC101278724	MXRA8	1.18	7.88	710.91	matrix remodeling associated 8
LOC101275143	CRIPT	1.32	3.61	37.53	CXXC repeat containing interactor of PDZ3 domain
LOC101283438	ATF4	0.67	NA	386.95	activating transcription factor 4
LOC101279983	STC2	-1.77	2.84	17.54	stanniocalcin 2
LOC125964416	LOC125964416	-1.88	2	9.83	translation initiation factor IF-2-like
LOC101270996	F13B	2.4	6.91	2027.71	coagulation factor XIII B chain
LOC101283826	NPHS2	2.28	2.66	17.09	NPHS2 stomatin family member, podocin
LOC101287143	KLHL14	-2.25	1.46	8.08	kelch like family member 14
METTL27	METTL27	-1.11	2.24	12.51	methyltransferase like 27
LOC101285112	HGD	-1.64	2.4	12.74	homogentisate 1,2-dioxygenase
LOC101272182	ZNF180	-1.08	4.01	41.23	zinc finger protein 180
LOC101270557	DVL3	0.84	5.96	211.17	dishevelled segment polarity protein 3
LOC101275445	ATP11A	-1.03	7.49	500.12	ATPase phospholipid transporting 11A
LOC105748156	MPZL3	2.1	3.05	20.77	myelin protein zero like 3
LOC101281140	PTPRE	2.17	4.88	NA	protein tyrosine phosphatase receptor type E
LOC101274580	SLC10A4	2.22	1.81	8.88	solute carrier family 10 member 4
GET1	GET1	0.86	4.39	60.83	guided entry of tail-anchored proteins factor 1
LOC101272477	TAF13	1.9	4.62	82.88	TATA-box binding protein associated factor 13
LOC101282806	FGD2	1.7	4.03	57.48	FYVE, RhoGEF and PH domain-containing protein 2
LOC101282146	CFAP61	2.58	1.54	11.77	cilia and flagella associated protein 61
LOC101285454	EPSTI1	-1.19	2.99	20.01	epithelial stromal interaction 1
LOC101272749	UGCG	-0.76	4.72	76.19	UDP-glucose ceramide glucosyltransferase
LOC101276792	PKD1L2	3.23	6.19	847.99	polycystin 1 like 2
LOC101275728	DSE	0.92	5.38	116.33	dermatan sulfate epimerase
LOC125961674	LOC125961674	1.33	4.48	160.87	uncharacterized LOC125961674
LOC101286051	PRKN	-0.94	4.57	66.7	1-acyl-sn-glycerol-3-phosphate acyltransferase delta
LOC101278645	SYT1	-2.65	1.16	10.01	synaptotagmin 1
LOC101271665	MYO18A	1.36	8.53	NA	myosin XVIIIA
LOC101283971	UBE2K	1.23	4.16	38.48	ubiquitin conjugating enzyme E2 K
LOC101280309	DTD1	1.12	4.49	49.1	D-aminoacyl-tRNA deacylase 1
LOC101289247	B4GALT6	-1.86	3.48	30.22	beta-1,4-galactosyltransferase 6
LOC101285430	BCKDK	0.95	4.58	43	branched chain keto acid dehydrogenase kinase
LOC101272205	THBS2	1.26	NA	2837.22	thrombospondin 2
LOC101279404	PRPSAP1	-0.7	5.68	99.2	phosphoribosyl pyrophosphate synthetase associated protein 1
LOC101283894	SMIM12	-1.05	3.13	35.35	small integral membrane protein 12
LOC101277695	TUBB6	0.78	NA	191.64	tubulin beta 6 class V
LOC101275621	ARFGAP3	0.79	5.41	126.67	ADP ribosylation factor GTPase activating protein 3
LOC101278722	CD47	1.41	3.25	23.11	CD47 molecule
LOC101279166	B4GALNT4	2.77	2.44	12.25	beta-1,4-N-acetyl-galactosaminyltransferase 4
LOC101290011	TRAPPC9	-0.68	6.19	155.84	trafficking protein particle complex subunit 9
LOC101282363	ATP6V0A1	-0.97	7.8	353.61	ATPase H+ transporting V0 subunit a1
LOC101288554	MYO1D	0.88	6.14	200.96	myosin ID
LOC101284277	WNT11	1.24	3.05	42.4	Wnt family member 11
LOC101276951	LOC101276951	2.19	3.67	43.62	60S ribosomal protein L12-like
LOC101280089	HMGB2	1.35	3.6	43.72	high mobility group box 2
LOC101279425	CCNK	0.84	4.48	53.28	cyclin K
LOC101278639	SYN3	-2.35	1.79	9.95	synapsin III
LOC101281430	EZR	0.9	6.7	205.67	ezrin
LOC101282193	ARF1	0.85	NA	370.47	ADP ribosylation factor 1
LOC101282214	SCD	-2.05	10.52	2671.72	stearoyl-CoA desaturase
LOC101290400	PCSK5	-1.34	6.61	282.62	proprotein convertase subtilisin/kexin type 5
LOC101277131	DNAL1	2.12	7.14	213.81	dynein axonemal light chain 1
LOC101282599	BLOC1S6	-1.03	2.71	30.43	biogenesis of lysosomal organelles complex 1 subunit 6
WASHC4	WASHC4	-0.84	4.9	77.35	WASH complex subunit 4
LOC101288105	CPXM2	1.16	6.02	151.1	carboxypeptidase X, M14 family member 2
LOC101286706	ATP10A	1	6.21	186.44	ATPase phospholipid transporting 10A (putative)
LOC101269847	SLC43A3	1.49	8.79	112.31	solute carrier family 43 member 3
LOC101275731	LPCAT2	0.86	3.92	41.45	lysophosphatidylcholine acyltransferase 2
LOC105747920	LOC105747920	2.33	3.23	24.74	serpin B10
LOC101276856	UBE2A	1.15	3.54	23.67	ubiquitin conjugating enzyme E2 A
LOC101284182	KCTD12	-0.89	5.34	180.79	potassium channel tetramerization domain containing 12
LOC101283087	MRTO4	0.87	5.26	83.84	MRT4 homolog, ribosome maturation factor
LOC101287269	YEATS4	1.7	5.74	170.13	YEATS domain containing 4
LOC101283364	TMEM167A	1.35	4.99	70.77	transmembrane protein 167A
LOC101274666	TRUB2	2.29	6.41	221.53	TruB pseudouridine synthase family member 2
LOC101272972	CASP12	-1.33	4.72	72.85	caspase-12
LOC101272781	COPE	0.71	6.25	260.14	COPI coat complex subunit epsilon
LOC101281966	PILRA	1.94	2.58	13.89	paired immunoglobulin-like type 2 receptor alpha
LOC101281103	ADPRH	-0.91	4.77	75.66	ADP-ribosylarginine hydrolase
LOC101287840	PPP1R7	0.95	3.96	55.04	protein phosphatase 1 regulatory subunit 7
LOC101270736	RPS14	1.06	6.68	494.06	ribosomal protein S14
LOC101272303	SP6	2.45	2.31	14.79	Sp6 transcription factor
LOC125961521	LOC125961521	1.61	3.24	16.15	stathmin 3
LOC101277476	MAP7	2.2	3.63	31.15	microtubule associated protein 7
LOC101271198	ANXA1	1.3	7.99	547.55	annexin A1
LOC101285670	TP53	1.04	5.01	78.34	tumor protein p53
LOC101273707	ABCA1	-0.85	7.23	308.29	ATP binding cassette subfamily A member 1
LOC101269820	CHKA	-0.87	5.68	103.93	choline kinase alpha
LOC101281422	CAMKK2	-0.82	6.05	187.22	calcium/calmodulin dependent protein kinase kinase 2
LOC101271712	SVOP	-1.36	3.46	34.64	SV2 related protein
LOC101269714	TM9SF4	0.83	5.02	85.3	transmembrane 9 superfamily member 4
LOC101282665	STOML1	-1.01	4.93	90.46	stomatin like 1
LOC101286896	PREX2	-1.05	5.36	101.3	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
LOC101273111	BTF3	0.87	6.6	229.21	basic transcription factor 3
LOC101270598	S100A6	0.97	NA	792.14	S100 calcium binding protein A6
LOC101271428	BCAM	-1.4	7.92	697.82	basal cell adhesion molecule (Lutheran blood group)
LOC101286920	TECPR2	-0.76	NA	272.57	tectonin beta-propeller repeat containing 2
LOC101288673	UBAP1	1.08	4.76	96.58	ubiquitin associated protein 1
LOC101284678	G0S2	-1.91	7.64	496.05	G0/G1 switch 2
LOC101271591	HMGCLL1	-2.22	2.72	18.36	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1
LOC101277764	PHACTR1	-1.18	4.18	62.02	phosphatase and actin regulator 1
LOC101272638	SSR3	0.98	5.72	129.56	signal sequence receptor subunit 3
LOC101269349	KDM6A	-0.71	6.29	147.64	lysine demethylase 6A
LOC101280771	RBM4B	2.43	5.72	139.98	RNA-binding protein 4B
LOC101271674	TLN1	-0.92	NA	1782.7	talin 1
LOC101287530	GPRIN1	1.63	3.99	48.7	G protein regulated inducer of neurite outgrowth 1
LOC101269704	SLC31A1	1.09	3.15	57.78	solute carrier family 31 member 1
LOC101282577	EYA2	3.38	1.43	9.45	EYA transcriptional coactivator and phosphatase 2
FCSK	FCSK	-1.14	5.04	82.74	fucose kinase
LOC101290295	ANLN	2.16	3.76	35.6	anillin, actin binding protein
LOC101275276	YWHAZ	1.02	7.4	438.05	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
UFD1	UFD1	1.05	5.23	110.8	ubiquitin recognition factor in ER associated degradation 1
LOC101278216	ARHGAP24	-1.21	3.63	32.97	Rho GTPase activating protein 24
LOC101286483	CRYZ	1.38	4.09	48.81	crystallin zeta
LOC101282578	LOC101282578	1.5	NA	314.8	histone H2A type 1-C
LOC101289862	SLC39A6	1.23	5.4	101.09	solute carrier family 39 member 6
LOC101287825	SMAD6	-1.56	6.06	237.75	SMAD family member 6
LOC101281104	KALRN	-1.14	7.58	422.93	kalirin RhoGEF kinase
LOC101285150	FBXO4	-1.13	3.51	26.8	F-box protein 4
LOC101281886	DOT1L	1.68	7.98	666.42	DOT1 like histone lysine methyltransferase
LOC101289325	ECE1	-0.98	6.62	345.9	endothelin converting enzyme 1
LRATD1	LRATD1	2.05	2.48	11.58	LRAT domain containing 1
LOC101269440	TAGLN2	1.03	NA	462.65	transgelin 2
LOC101281105	CBX6	-1	7.18	421.13	chromobox 6
LOC101288723	SSC4D	-2.04	1.69	9.92	scavenger receptor cysteine rich family member with 4 domains
LOC101276731	MST1	-1.18	4	46.45	macrophage stimulating 1
LOC101276014	ARHGEF19	1.56	7.69	771.65	Rho guanine nucleotide exchange factor 19
LOC101280034	RPL17	1.08	7.74	776.47	ribosomal protein L17
LOC101280087	SH3GL3	2.95	2.47	21.5	SH3 domain containing GRB2 like 3, endophilin A3
LOC101287347	KREMEN1	0.91	3.44	74.27	kringle containing transmembrane protein 1
LOC101285018	GLT1D1	2.31	3.59	29.34	glycosyltransferase 1 domain containing 1
LOC101284104	ARNT2	1.06	5.02	55.08	aryl hydrocarbon receptor nuclear translocator 2
LOC101284237	LOC101284237	-1.47	4.13	47.74	ral guanine nucleotide dissociation stimulator-like 2
LOC101281465	NTRK2	-1.25	6.03	185.19	neurotrophic receptor tyrosine kinase 2
LOC101283321	TECPR1	-1.11	6.27	219.02	tectonin beta-propeller repeat containing 1
LOC101290272	PSTK	1.84	4.99	50.54	phosphoseryl-tRNA kinase
LOC101274676	LOC101274676	3.05	1.93	10.18	histone H2A type 1-like
LOC101275019	SMARCB1	2.75	8.92	801.86	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
LOC101276280	KXD1	1.28	3.5	46.61	KxDL motif containing 1
LOC101285167	DLK2	-1.74	1.7	7.38	delta like non-canonical Notch ligand 2
LOC101288794	TMEM163	-1.26	2.69	20.5	transmembrane protein 163
LOC101288249	MRPL17	1.07	3.62	38.11	mitochondrial ribosomal protein L17
LOC101287424	CCDC88C	-1.06	NA	348.85	coiled-coil domain containing 88C
LOC101280904	NOX4	-1.63	3.12	24.63	NADPH oxidase 4
LOC101285120	SORBS2	-1.56	4.5	63.7	sorbin and SH3 domain containing 2
LOC101271503	IFT22	2.74	6.14	82.92	intraflagellar transport 22
LOC101286303	PNLDC1	-1.29	2.66	18.27	PARN like ribonuclease domain containing exonuclease 1
LOC101288067	KIAA0319	-2.54	1.19	7.64	KIAA0319 ortholog
LOC101272159	MRPS2	0.98	3.7	31.59	mitochondrial ribosomal protein S2
LOC101280371	TACC1	-0.8	NA	370.26	transforming acidic coiled-coil containing protein 1
LOC101269255	SLC9A5	-1.11	4.39	37.27	solute carrier family 9 member A5
LOC125963458	LOC125963458	1.18	3.3	100.49	uncharacterized LOC125963458
LOC101280642	UBXN2A	1.36	5.23	63.26	UBX domain protein 2A
LOC101275813	INCENP	1.01	5.99	148.02	inner centromere protein
LOC101279575	FASN	-1.46	10.91	4045.68	fatty acid synthase
LOC101286392	LOC101286392	1.28	4.17	95.77	cytochrome P450 26B1
LOC101280550	PTPRU	-0.98	6.06	183.14	protein tyrosine phosphatase receptor type U
LOC101284454	OLFML2B	0.97	4.91	64.59	olfactomedin like 2B
LOC101273837	PWWP2A	-0.77	4.16	52.76	PWWP domain containing 2A
LOC101271837	NT5DC2	0.72	6.06	205.11	5'-nucleotidase domain containing 2
LOC101285609	ADAL	1.27	2.43	22.94	adenosine deaminase like
LOC101288792	ATP1A2	-1.4	5.07	92.72	ATPase Na+/K+ transporting subunit alpha 2
LOC101280157	CYGB	-1.21	4.36	103.31	cytoglobin
LOC101270809	PKN1	-1.2	NA	457.94	protein kinase N1
LOC101280841	LOC101280841	2.41	2.41	16.93	histone H2B type 1-M
LOC101283451	KCNA2	-2.09	1.01	6.62	potassium voltage-gated channel subfamily A member 2
LOC101276093	TMTC1	-0.94	5.83	162.89	transmembrane O-mannosyltransferase targeting cadherins 1
LOC101276010	NPM1	1	7.01	363.7	nucleophosmin 1
LOC101271901	FEZ2	-0.87	4.55	62.1	fasciculation and elongation protein zeta 2
LOC101277746	EGFL8	-1.17	4.39	60.68	EGF like domain multiple 8
PSME3IP1	PSME3IP1	1.79	6.87	294.47	proteasome activator subunit 3 interacting protein 1
LOC101272292	EPGN	3.57	12.23	6285.37	epithelial mitogen
LOC101282069	FUBP3	0.81	5.63	153.13	far upstream element binding protein 3
LOC101286059	PDE4B	-1.33	3.74	38.23	phosphodiesterase 4B
LOC101271323	IFIH1	-1.24	4.21	45.46	interferon induced with helicase C domain 1
LOC101273378	SLC25A34	-1.42	3.75	37.03	solute carrier family 25 member 34
CILK1	CILK1	0.88	3.93	62.38	ciliogenesis associated kinase 1
LOC101274674	SNTA1	-1.1	NA	90.64	syntrophin alpha 1
